Poet writer,Poet Name
دل کو آنکھوں نے پھنسایا کیا مگر ; یہ بھی حلقے ہیں تمہارے دام کے,مرزا غالب
شاہ کے ہے غسل صحت کی خبر ; دیکھیے کب دن پھریں حمام کے,مرزا غالب
عشق نے غالبؔ نکما کر دیا ; ورنہ ہم بھی آدمی تھے کام کے,مرزا غالب
بازیچۂ اطفال ہے دنیا مرے آگے ; ہوتا ہے شب و روز تماشا مرے آگے,مرزا غالب
اک کھیل ہے اورنگ سلیماں مرے نزدیک ; اک بات ہے اعجاز مسیحا مرے آگے,مرزا غالب
جز نام نہیں صورت عالم مجھے منظور ; جز وہم نہیں ہستیٔ اشیا مرے آگے,مرزا غالب
ہوتا ہے نہاں گرد میں صحرا مرے ہوتے ; گھستا ہے جبیں خاک پہ دریا مرے آگے,مرزا غالب
مت پوچھ کہ کیا حال ہے میرا ترے پیچھے ; تو دیکھ کہ کیا رنگ ہے تیرا مرے آگے,مرزا غالب
سچ کہتے ہو خودبین و خود آرا ہوں نہ کیوں ہوں ; بیٹھا ہے بت آئنہ سیما مرے آگے,مرزا غالب
پھر دیکھیے انداز گل افشانیٔ گفتار ; رکھ دے کوئی پیمانۂ صہبا مرے آگے,مرزا غالب
نفرت کا گماں گزرے ہے میں رشک سے گزرا ; کیوں کر کہوں لو نام نہ ان کا مرے آگے,مرزا غالب
ایماں مجھے روکے ہے جو کھینچے ہے مجھے کفر ; کعبہ مرے پیچھے ہے کلیسا مرے آگے,مرزا غالب
عاشق ہوں پہ معشوق فریبی ہے مرا کام ; مجنوں کو برا کہتی ہے لیلیٰ مرے آگے,مرزا غالب
خوش ہوتے ہیں پر وصل میں یوں مر نہیں جاتے ; آئی شب ہجراں کی تمنا مرے آگے,مرزا غالب
ہے موجزن اک قلزم خوں کاش یہی ہو ; آتا ہے ابھی دیکھیے کیا کیا مرے آگے,مرزا غالب
گو ہاتھ کو جنبش نہیں آنکھوں میں تو دم ہے ; رہنے دو ابھی ساغر و مینا مرے آگے,مرزا غالب
ہم پیشہ و ہم مشرب و ہم راز ہے میرا ; غالبؔ کو برا کیوں کہو اچھا مرے آگے,مرزا غالب
دل ہی تو ہے نہ سنگ و خشت درد سے بھر نہ آئے کیوں ; روئیں گے ہم ہزار بار کوئی ہمیں ستائے کیوں,مرزا غالب
دیر نہیں حرم نہیں در نہیں آستاں نہیں ; بیٹھے ہیں رہ گزر پہ ہم غیر ہمیں اٹھائے کیوں,مرزا غالب
جب وہ جمال دلفروز صورت مہر نیمروز ; آپ ہی ہو نظارہ سوز پردے میں منہ چھپائے کیوں,مرزا غالب
دشنۂ غمزہ جاں ستاں ناوک ناز بے پناہ ; تیرا ہی عکس رخ سہی سامنے تیرے آئے کیوں,مرزا غالب
قید حیات و بند غم اصل میں دونوں ایک ہیں ; موت سے پہلے آدمی غم سے نجات پائے کیوں,مرزا غالب
حسن اور اس پہ حسن ظن رہ گئی بوالہوس کی شرم ; اپنے پہ اعتماد ہے غیر کو آزمائے کیوں,مرزا غالب
واں وہ غرور عز و ناز یاں یہ حجاب پاس وضع ; راہ میں ہم ملیں کہاں بزم میں وہ بلائے کیوں,مرزا غالب
ہاں وہ نہیں خدا پرست جاؤ وہ بے وفا سہی ; جس کو ہو دین و دل عزیز اس کی گلی میں جائے کیوں,مرزا غالب
غالبؔ خستہ کے بغیر کون سے کام بند ہیں ; روئیے زار زار کیا کیجیے ہائے ہائے کیوں,مرزا غالب
ہزاروں خواہشیں ایسی کہ ہر خواہش پہ دم نکلے ; بہت نکلے مرے ارمان لیکن پھر بھی کم نکلے,مرزا غالب
ڈرے کیوں میرا قاتل کیا رہے گا اس کی گردن پر ; وہ خوں جو چشم تر سے عمر بھر یوں دم بدم نکلے,مرزا غالب
نکلنا خلد سے آدم کا سنتے آئے ہیں لیکن ; بہت بے آبرو ہو کر ترے کوچے سے ہم نکلے,مرزا غالب
بھرم کھل جائے ظالم تیرے قامت کی درازی کا ; اگر اس طرۂ پر پیچ و خم کا پیچ و خم نکلے,مرزا غالب
مگر لکھوائے کوئی اس کو خط تو ہم سے لکھوائے ; ہوئی صبح اور گھر سے کان پر رکھ کر قلم نکلے,مرزا غالب
ہوئی اس دور میں منسوب مجھ سے بادہ آشامی ; پھر آیا وہ زمانہ جو جہاں میں جام جم نکلے,مرزا غالب
ہوئی جن سے توقع خستگی کی داد پانے کی ; وہ ہم سے بھی زیادہ خستۂ تیغ ستم نکلے,مرزا غالب
محبت میں نہیں ہے فرق جینے اور مرنے کا ; اسی کو دیکھ کر جیتے ہیں جس کافر پہ دم نکلے,مرزا غالب
کہاں مے خانہ کا دروازہ غالبؔ اور کہاں واعظ ; پر اتنا جانتے ہیں کل وہ جاتا تھا کہ ہم نکلے,مرزا غالب
در خور قہر و غضب جب کوئی ہم سا نہ ہوا ; پھر غلط کیا ہے کہ ہم سا کوئی پیدا نہ ہوا,مرزا غالب
بندگی میں بھی وہ آزادہ و خودبیں ہیں کہ ہم ; الٹے پھر آئے در کعبہ اگر وا نہ ہوا,مرزا غالب
سب کو مقبول ہے دعویٰ تری یکتائی کا ; روبرو کوئی بت آئنہ سیما نہ ہوا,مرزا غالب
کم نہیں نازش ہم نامی چشم خوباں ; تیرا بیمار برا کیا ہے گر اچھا نہ ہوا,مرزا غالب
سینہ کا داغ ہے وہ نالہ کہ لب تک نہ گیا ; خاک کا رزق ہے وہ قطرہ کہ دریا نہ ہوا,مرزا غالب
نام کا میرے ہے جو دکھ کہ کسی کو نہ ملا ; کام میں میرے ہے جو فتنہ کہ برپا نہ ہوا,مرزا غالب
ہر بن مو سے دم ذکر نہ ٹپکے خوں ناب ; حمزہ کا قصہ ہوا عشق کا چرچا نہ ہوا,مرزا غالب
قطرہ میں دجلہ دکھائی نہ دے اور جزو میں کل ; کھیل لڑکوں کا ہوا دیدۂ بینا نہ ہوا,مرزا غالب
تھی خبر گرم کہ غالبؔ کے اڑیں گے پرزے ; دیکھنے ہم بھی گئے تھے پہ تماشا نہ ہوا,مرزا غالب
جور سے باز آئے پر باز آئیں کیا ; کہتے ہیں ہم تجھ کو منہ دکھلائیں کیا,مرزا غالب
رات دن گردش میں ہیں سات آسماں ; ہو رہے گا کچھ نہ کچھ گھبرائیں کیا,مرزا غالب
لاگ ہو تو اس کو ہم سمجھیں لگاو ; جب نہ ہو کچھ بھی تو دھوکا کھائیں کیا,مرزا غالب
ہو لیے کیوں نامہ بر کے ساتھ ساتھ ; یا رب اپنے خط کو ہم پہنچایں کیا,مرزا غالب
موج خوں سر سے گزر ہی کیوں نہ جائے ; آستان یار سے اٹھ جائیں کیا,مرزا غالب
عمر بھر دیکھا کیا مرنے کی راہ ; مر گئے پر دیکھیے دکھلائیں کیا,مرزا غالب
پوچھتے ہیں وہ کہ غالبؔ کون ہے ; کوئی بتلاؤ کہ ہم بتلائیں کیا,مرزا غالب
کسی کو دے کے دل کوئی نواسنج فغاں کیوں ہو ; نہ ہو جب دل ہی سینے میں تو پھر منہ میں زباں کیوں ہو,مرزا غالب
وہ اپنی خو نہ چھوڑیں گے ہم اپنی وضع کیوں چھوڑیں ; سبک سر بن کے کیا پوچھیں کہ ہم سے سرگراں کیوں ہو,مرزا غالب
کیا غم خوار نے رسوا لگے آگ اس محبت کو ; نہ لاوے تاب جو غم کی وہ میرا رازداں کیوں ہو,مرزا غالب
وفا کیسی کہاں کا عشق جب سر پھوڑنا ٹھہرا ; تو پھر اے سنگ دل تیرا ہی سنگ آستاں کیوں ہو,مرزا غالب
قفس میں مجھ سے روداد چمن کہتے نہ ڈر ہمدم ; گری ہے جس پہ کل بجلی وہ میرا آشیاں کیوں ہو,مرزا غالب
یہ کہہ سکتے ہو ہم دل میں نہیں ہیں پر یہ بتلاؤ ; کہ جب دل میں تمہیں تم ہو تو آنکھوں سے نہاں کیوں ہو,مرزا غالب
غلط ہے جذب دل کا شکوہ دیکھو جرم کس کا ہے ; نہ کھینچو گر تم اپنے کو کشاکش درمیاں کیوں ہو,مرزا غالب
یہ فتنہ آدمی کی خانہ ویرانی کو کیا کم ہے ; ہوئے تم دوست جس کے دشمن اس کا آسماں کیوں ہو,مرزا غالب
یہی ہے آزمانا تو ستانا کس کو کہتے ہیں ; عدو کے ہو لیے جب تم تو میرا امتحاں کیوں ہو,مرزا غالب
کہا تم نے کہ کیوں ہو غیر کے ملنے میں رسوائی ; بجا کہتے ہو سچ کہتے ہو پھر کہیو کہ ہاں کیوں ہو,مرزا غالب
نکالا چاہتا ہے کام کیا طعنوں سے تو غالبؔ ; ترے بے مہر کہنے سے وہ تجھ پر مہرباں کیوں ہو,مرزا غالب
روندی ہوئی ہے کوکبۂ شہریار کی ; اترائے کیوں نہ خاک سر رہ گزار کی,مرزا غالب
جب اس کے دیکھنے کے لیے آئیں بادشاہ ; لوگوں میں کیوں نمود نہ ہو لالہ زار کی,مرزا غالب
بھوکے نہیں ہیں سیر گلستاں کے ہم ولے ; کیونکر نہ کھائیے کہ ہوا ہے بہار کی,مرزا غالب
کعبہ میں جا رہا تو نہ دو طعنہ کیا کہیں ; بھولا ہوں حق صحبت اہل کنشت کو,مرزا غالب
طاعت میں تا رہے نہ مے و انگبیں کی لاگ ; دوزخ میں ڈال دو کوئی لے کر بہشت کو,مرزا غالب
ہوں منحرف نہ کیوں رہ و رسم ثواب سے ; ٹیڑھا لگا ہے قط قلم سرنوشت کو,مرزا غالب
غالبؔ کچھ اپنی سعی سے لہنا نہیں مجھے ; خرمن جلے اگر نہ ملخ کھائے کشت کو,مرزا غالب
پھر اس انداز سے بہار آئی ; کہ ہوئے مہر و مہ تماشائی,مرزا غالب
دیکھو اے ساکنان خطۂ خاک ; اس کو کہتے ہیں عالم آرائی,مرزا غالب
کہ زمیں ہو گئی ہے سر تا سر ; روکش سطح چرخ مینائی,مرزا غالب
سبزہ کو جب کہیں جگہ نہ ملی ; بن گیا روئے آب پر کائی,مرزا غالب
سبزہ و گل کے دیکھنے کے لیے ; چشم نرگس کو دی ہے بینائی,مرزا غالب
ہے ہوا میں شراب کی تاثیر ; بادہ نوشی ہے بادہ پیمائی,مرزا غالب
کیوں نہ دنیا کو ہو خوشی غالبؔ ; شاہ دیں دار نے شفا پائی,مرزا غالب
نہیں کہ مجھ کو قیامت کا اعتقاد نہیں ; شب فراق سے روز جزا زیاد نہیں,مرزا غالب
کوئی کہے کہ شب مہ میں کیا برائی ہے ; بلا سے آج اگر دن کو ابر و باد نہیں,مرزا غالب
جو آؤں سامنے ان کے تو مرحبا نہ کہیں ; جو جاؤں واں سے کہیں کو تو خیرباد نہیں,مرزا غالب
کبھی جو یاد بھی آتا ہوں میں تو کہتے ہیں ; کہ آج بزم میں کچھ فتنہ و فساد نہیں,مرزا غالب
علاوہ عید کے ملتی ہے اور دن بھی شراب ; گدائے کوچۂ مے خانہ نا مراد نہیں,مرزا غالب
جہاں میں ہو غم شادی بہم ہمیں کیا کام ; دیا ہے ہم کو خدا نے وہ دل کہ شاد نہیں,مرزا غالب
تم ان کے وعدہ کا ذکر ان سے کیوں کرو غالبؔ ; یہ کیا کہ تم کہو اور وہ کہیں کہ یاد نہیں,مرزا غالب
بہت سہی غم گیتی شراب کم کیا ہے ; غلام ساقیٔ کوثر ہوں مجھ کو غم کیا ہے,مرزا غالب
تمہاری طرز و روش جانتے ہیں ہم کیا ہے ; رقیب پر ہے اگر لطف تو ستم کیا ہے,مرزا غالب
سخن میں خامۂ غالبؔ کی آتش افشانی ; یقیں ہے ہم کو بھی لیکن اب اس میں دم کیا ہے,مرزا غالب
کٹے تو شب کہیں کاٹے تو سانپ کہلاوے ; کوئی بتاؤ کہ وہ زلف خم بہ خم کیا ہے,مرزا غالب
لکھا کرے کوئی احکام طالع مولود ; کسے خبر ہے کہ واں جنبش قلم کیا ہے,مرزا غالب
نہ حشر و نشر کا قائل نہ کیش و ملت کا ; خدا کے واسطے ایسے کی پھر قسم کیا ہے,مرزا غالب
وہ داد و دید گراں مایہ شرط ہے ہم دم ; وگرنہ مہر سلیمان و جام جم کیا ہے,مرزا غالب
کیونکر اس بت سے رکھوں جان عزیز ; کیا نہیں ہے مجھے ایمان عزیز,مرزا غالب
دل سے نکلا پہ نہ نکلا دل سے ; ہے ترے تیر کا پیکان عزیز,مرزا غالب
تاب لائے ہی بنے گی غالبؔ ; واقعہ سخت ہے اور جان عزیز,مرزا غالب
پتا پتا بوٹا بوٹا حال ہمارا جانے ہے ; جانے نہ جانے گل ہی نہ جانے باغ تو سارا جانے ہے,مير تقی میر
لگنے نہ دے بس ہو تو اس کے گوہر گوش کو بالے تک ; اس کو فلک چشم مہ و خور کی پتلی کا تارا جانے ہے,مير تقی میر
آگے اس متکبر کے ہم خدا خدا کیا کرتے ہیں ; کب موجود خدا کو وہ مغرور خود آرا جانے ہے,مير تقی میر
عاشق سا تو سادہ کوئی اور نہ ہوگا دنیا میں ; جی کے زیاں کو عشق میں اس کے اپنا وارا جانے ہے,مير تقی میر
چارہ گری بیماری دل کی رسم شہر حسن نہیں ; ورنہ دلبر ناداں بھی اس درد کا چارہ جانے ہے,مير تقی میر
کیا ہی شکار فریبی پر مغرور ہے وہ صیاد بچہ ; طائر اڑتے ہوا میں سارے اپنے اساریٰ جانے ہے,مير تقی میر
مہر و وفا و لطف و عنایت ایک سے واقف ان میں نہیں ; اور تو سب کچھ طنز و کنایہ رمز و اشارہ جانے ہے,مير تقی میر
کیا کیا فتنے سر پر اس کے لاتا ہے معشوق اپنا ; جس بے دل بے تاب و تواں کو عشق کا مارا جانے ہے,مير تقی میر
رخنوں سے دیوار چمن کے منہ کو لے ہے چھپا یعنی ; ان سوراخوں کے ٹک رہنے کو سو کا نظارہ جانے ہے,مير تقی میر
تشنۂ خوں ہے اپنا کتنا میرؔ بھی ناداں تلخی کش ; دم دار آب تیغ کو اس کے آب گوارا جانے ہے,مير تقی میر
الٹی ہو گئیں سب تدبیریں کچھ نہ دوا نے کام کیا ; دیکھا اس بیماری دل نے آخر کام تمام کیا,مير تقی میر
عہد جوانی رو رو کاٹا پیری میں لیں آنکھیں موند ; یعنی رات بہت تھے جاگے صبح ہوئی آرام کیا,مير تقی میر
حرف نہیں جاں بخشی میں اس کی خوبی اپنی قسمت کی ; ہم سے جو پہلے کہہ بھیجا سو مرنے کا پیغام کیا,مير تقی میر
ناحق ہم مجبوروں پر یہ تہمت ہے مختاری کی ; چاہتے ہیں سو آپ کریں ہیں ہم کو عبث بدنام کیا,مير تقی میر
سارے رند اوباش جہاں کے تجھ سے سجود میں رہتے ہیں ; بانکے ٹیڑھے ترچھے تیکھے سب کا تجھ کو امام کیا,مير تقی میر
سرزد ہم سے بے ادبی تو وحشت میں بھی کم ہی ہوئی ; کوسوں اس کی اور گئے پر سجدہ ہر ہر گام کیا,مير تقی میر
کس کا کعبہ کیسا قبلہ کون حرم ہے کیا احرام ; کوچے کے اس کے باشندوں نے سب کو یہیں سے سلام کیا,مير تقی میر
شیخ جو ہے مسجد میں ننگا رات کو تھا مے خانے میں ; جبہ خرقہ کرتا ٹوپی مستی میں انعام کیا,مير تقی میر
کاش اب برقعہ منہ سے اٹھا دے ورنہ پھر کیا حاصل ہے ; آنکھ مندے پر ان نے گو دیدار کو اپنے عام کیا,مير تقی میر
یاں کے سپید و سیہ میں ہم کو دخل جو ہے سو اتنا ہے ; رات کو رو رو صبح کیا یا دن کو جوں توں شام کیا,مير تقی میر
صبح چمن میں اس کو کہیں تکلیف ہوا لے آئی تھی ; رخ سے گل کو مول لیا قامت سے سرو غلام کیا,مير تقی میر
ساعد سیمیں دونوں اس کے ہاتھ میں لا کر چھوڑ دیئے ; بھولے اس کے قول و قسم پر ہائے خیال خام کیا,مير تقی میر
کام ہوئے ہیں سارے ضائع ہر ساعت کی سماجت سے ; استغنا کی چوگنی ان نے جوں جوں میں ابرام کیا,مير تقی میر
ایسے آہوئے رم خوردہ کی وحشت کھونی مشکل تھی ; سحر کیا اعجاز کیا جن لوگوں نے تجھ کو رام کیا,مير تقی میر
میرؔ کے دین و مذہب کو اب پوچھتے کیا ہو ان نے تو ; قشقہ کھینچا دیر میں بیٹھا کب کا ترک اسلام کیا,مير تقی میر
ہستی اپنی حباب کی سی ہے ; یہ نمائش سراب کی سی ہے,مير تقی میر
نازکی اس کے لب کی کیا کہیے ; پنکھڑی اک گلاب کی سی ہے,مير تقی میر
چشم دل کھول اس بھی عالم پر ; یاں کی اوقات خواب کی سی ہے,مير تقی میر
بار بار اس کے در پہ جاتا ہوں ; حالت اب اضطراب کی سی ہے,مير تقی میر
نقطۂ خال سے ترا ابرو ; بیت اک انتخاب کی سی ہے,مير تقی میر
میں جو بولا کہا کہ یہ آواز ; اسی خانہ خراب کی سی ہے,مير تقی میر
آتش غم میں دل بھنا شاید ; دیر سے بو کباب کی سی ہے,مير تقی میر
دیکھیے ابر کی طرح اب کے ; میری چشم پر آب کی سی ہے,مير تقی میر
میرؔ ان نیم باز آنکھوں میں ; ساری مستی شراب کی سی ہے,مير تقی میر
دیکھ تو دل کہ جاں سے اٹھتا ہے ; یہ دھواں سا کہاں سے اٹھتا ہے,مير تقی میر
گور کس دل جلے کی ہے یہ فلک ; شعلہ اک صبح یاں سے اٹھتا ہے,مير تقی میر
خانۂ دل سے زینہار نہ جا ; کوئی ایسے مکاں سے اٹھتا ہے,مير تقی میر
نالہ سر کھینچتا ہے جب میرا ; شور اک آسماں سے اٹھتا ہے,مير تقی میر
لڑتی ہے اس کی چشم شوخ جہاں ; ایک آشوب واں سے اٹھتا ہے,مير تقی میر
سدھ لے گھر کی بھی شعلۂ آواز ; دود کچھ آشیاں سے اٹھتا ہے,مير تقی میر
بیٹھنے کون دے ہے پھر اس کو ; جو ترے آستاں سے اٹھتا ہے,مير تقی میر
یوں اٹھے آہ اس گلی سے ہم ; جیسے کوئی جہاں سے اٹھتا ہے,مير تقی میر
عشق اک میرؔ بھاری پتھر ہے ; کب یہ تجھ ناتواں سے اٹھتا ہے,مير تقی میر
کیا کہوں تم سے میں کہ کیا ہے عشق ; جان کا روگ ہے بلا ہے عشق,مير تقی میر
عشق ہی عشق ہے جہاں دیکھو ; سارے عالم میں بھر رہا ہے عشق,مير تقی میر
عشق ہے طرز و طور عشق کے تئیں ; کہیں بندہ کہیں خدا ہے عشق,مير تقی میر
عشق معشوق عشق عاشق ہے ; یعنی اپنا ہی مبتلا ہے عشق,مير تقی میر
گر پرستش خدا کی ثابت کی ; کسو صورت میں ہو بھلا ہے عشق,مير تقی میر
دل کش ایسا کہاں ہے دشمن جاں ; مدعی ہے پہ مدعا ہے عشق,مير تقی میر
ہے ہمارے بھی طور کا عاشق ; جس کسی کو کہیں ہوا ہے عشق,مير تقی میر
کوئی خواہاں نہیں محبت کا ; تو کہے جنس ناروا ہے عشق,مير تقی میر
میرؔ جی زرد ہوتے جاتے ہو ; کیا کہیں تم نے بھی کیا ہے عشق,مير تقی میر
فقیرانہ آئے صدا کر چلے ; کہ میاں خوش رہو ہم دعا کر چلے,مير تقی میر
جو تجھ بن نہ جینے کو کہتے تھے ہم ; سو اس عہد کو اب وفا کر چلے,مير تقی میر
شفا اپنی تقدیر ہی میں نہ تھی ; کہ مقدور تک تو دوا کر چلے,مير تقی میر
پڑے ایسے اسباب پایان کار ; کہ ناچار یوں جی جلا کر چلے,مير تقی میر
وہ کیا چیز ہے آہ جس کے لیے ; ہر اک چیز سے دل اٹھا کر چلے,مير تقی میر
کوئی ناامیدانہ کرتے نگاہ ; سو تم ہم سے منہ بھی چھپا کر چلے,مير تقی میر
بہت آرزو تھی گلی کی تری ; سو یاں سے لہو میں نہا کر چلے,مير تقی میر
دکھائی دیئے یوں کہ بے خود کیا ; ہمیں آپ سے بھی جدا کر چلے,مير تقی میر
جبیں سجدہ کرتے ہی کرتے گئی ; حق بندگی ہم ادا کر چلے,مير تقی میر
پرستش کی یاں تک کہ اے بت تجھے ; نظر میں سبھوں کی خدا کر چلے,مير تقی میر
جھڑے پھول جس رنگ گلبن سے یوں ; چمن میں جہاں کے ہم آ کر چلے,مير تقی میر
نہ دیکھا غم دوستاں شکر ہے ; ہمیں داغ اپنا دکھا کر چلے,مير تقی میر
گئی عمر در بند فکر غزل ; سو اس فن کو ایسا بڑا کر چلے,مير تقی میر
کہیں کیا جو پوچھے کوئی ہم سے میرؔ ; جہاں میں تم آئے تھے کیا کر چلے,مير تقی میر
یارو مجھے معاف رکھو میں نشے میں ہوں ; اب دو تو جام خالی ہی دو میں نشے میں ہوں,مير تقی میر
ایک ایک قرط دور میں یوں ہی مجھے بھی دو ; جام شراب پر نہ کرو میں نشے میں ہوں,مير تقی میر
مستی سے درہمی ہے مری گفتگو کے بیچ ; جو چاہو تم بھی مجھ کو کہو میں نشے میں ہوں,مير تقی میر
یا ہاتھوں ہاتھ لو مجھے مانند جام مے ; یا تھوڑی دور ساتھ چلو میں نشے میں ہوں,مير تقی میر
معذور ہوں جو پاؤں مرا بے طرح پڑے ; تم سرگراں تو مجھ سے نہ ہو میں نشے میں ہوں,مير تقی میر
بھاگی نماز جمعہ تو جاتی نہیں ہے کچھ ; چلتا ہوں میں بھی ٹک تو رہو میں نشے میں ہوں,مير تقی میر
نازک مزاج آپ قیامت ہیں میرؔ جی ; جوں شیشہ میرے منہ نہ لگو میں نشے میں ہوں,مير تقی میر
اشک آنکھوں میں کب نہیں آتا ; لوہو آتا ہے جب نہیں آتا,مير تقی میر
ہوش جاتا نہیں رہا لیکن ; جب وہ آتا ہے تب نہیں آتا,مير تقی میر
صبر تھا ایک مونس ہجراں ; سو وہ مدت سے اب نہیں آتا,مير تقی میر
دل سے رخصت ہوئی کوئی خواہش ; گریہ کچھ بے سبب نہیں آتا,مير تقی میر
عشق کو حوصلہ ہے شرط ارنہ ; بات کا کس کو ڈھب نہیں آتا,مير تقی میر
جی میں کیا کیا ہے اپنے اے ہمدم ; پر سخن تا بلب نہیں آتا,مير تقی میر
دور بیٹھا غبار میرؔ اس سے ; عشق بن یہ ادب نہیں آتا,مير تقی میر
راہ دور عشق میں روتا ہے کیا ; آگے آگے دیکھیے ہوتا ہے کیا,مير تقی میر
قافلے میں صبح کے اک شور ہے ; یعنی غافل ہم چلے سوتا ہے کیا,مير تقی میر
سبز ہوتی ہی نہیں یہ سرزمیں ; تخم خواہش دل میں تو بوتا ہے کیا,مير تقی میر
یہ نشان عشق ہیں جاتے نہیں ; داغ چھاتی کے عبث دھوتا ہے کیا,مير تقی میر
غیرت یوسف ہے یہ وقت عزیز ; میرؔ اس کو رائیگاں کھوتا ہے کیا,مير تقی میر
زخم جھیلے داغ بھی کھائے بہت ; دل لگا کر ہم تو پچھتائے بہت,مير تقی میر
جب نہ تب جاگہ سے تم جایا کیے ; ہم تو اپنی اور سے آئے بہت,مير تقی میر
دیر سے سوئے حرم آیا نہ ٹک ; ہم مزاج اپنا ادھر لائے بہت,مير تقی میر
پھول گل شمس و قمر سارے ہی تھے ; پر ہمیں ان میں تمہیں بھائے بہت,مير تقی میر
گر بکا اس شور سے شب کو ہے تو ; روویں گے سونے کو ہم سایے بہت,مير تقی میر
وہ جو نکلا صبح جیسے آفتاب ; رشک سے گل پھول مرجھائے بہت,مير تقی میر
میرؔ سے پوچھا جو میں عاشق ہو تم ; ہو کے کچھ چپکے سے شرمائے بہت,مير تقی میر
کیا حقیقت کہوں کہ کیا ہے عشق ; حق شناسوں کے ہاں خدا ہے عشق,مير تقی میر
دل لگا ہو تو جی جہاں سے اٹھا ; موت کا نام پیار کا ہے عشق,مير تقی میر
اور تدبیر کو نہیں کچھ دخل ; عشق کے درد کی دوا ہے عشق,مير تقی میر
کیا ڈبایا محیط میں غم کے ; ہم نے جانا تھا آشنا ہے عشق,مير تقی میر
عشق سے جا نہیں کوئی خالی ; دل سے لے عرش تک بھرا ہے عشق,مير تقی میر
کوہ کن کیا پہاڑ کاٹے گا ; پردے میں زور آزما ہے عشق,مير تقی میر
عشق ہے عشق کرنے والوں کو ; کیسا کیسا بہم کیا ہے عشق,مير تقی میر
کون مقصد کو عشق بن پہنچا ; آرزو عشق مدعا ہے عشق,مير تقی میر
میرؔ مرنا پڑے ہے خوباں پر ; عشق مت کر کہ بد بلا ہے عشق,مير تقی میر
غم رہا جب تک کہ دم میں دم رہا ; دل کے جانے کا نہایت غم رہا,مير تقی میر
حسن تھا تیرا بہت عالم فریب ; خط کے آنے پر بھی اک عالم رہا,مير تقی میر
دل نہ پہنچا گوشۂ داماں تلک ; قطرۂ خوں تھا مژہ پر جم رہا,مير تقی میر
سنتے ہیں لیلیٰ کے خیمے کو سیاہ ; اس میں مجنوں کا مگر ماتم رہا,مير تقی میر
جامۂ احرام زاہد پر نہ جا ; تھا حرم میں لیک نامحرم رہا,مير تقی میر
زلفیں کھولیں تو تو ٹک آیا نظر ; عمر بھر یاں کام دل برہم رہا,مير تقی میر
اس کے لب سے تلخ ہم سنتے رہے ; اپنے حق میں آب حیواں سم رہا,مير تقی میر
میرے رونے کی حقیقت جس میں تھی ; ایک مدت تک وہ کاغذ نم رہا,مير تقی میر
صبح پیری شام ہونے آئی میرؔ ; تو نہ چیتا یاں بہت دن کم رہا,مير تقی میر
جس سر کو غرور آج ہے یاں تاجوری کا ; کل اس پہ یہیں شور ہے پھر نوحہ گری کا,مير تقی میر
شرمندہ ترے رخ سے ہے رخسار پری کا ; چلتا نہیں کچھ آگے ترے کبک دری کا,مير تقی میر
آفاق کی منزل سے گیا کون سلامت ; اسباب لٹا راہ میں یاں ہر سفری کا,مير تقی میر
زنداں میں بھی شورش نہ گئی اپنے جنوں کی ; اب سنگ مداوا ہے اس آشفتہ سری کا,مير تقی میر
ہر زخم جگر داور محشر سے ہمارا ; انصاف طلب ہے تری بیداد گری کا,مير تقی میر
اپنی تو جہاں آنکھ لڑی پھر وہیں دیکھو ; آئینے کو لپکا ہے پریشاں نظری کا,مير تقی میر
صد موسم گل ہم کو تہ بال ہی گزرے ; مقدور نہ دیکھا کبھو بے بال و پری کا,مير تقی میر
اس رنگ سے جھمکے ہے پلک پر کہ کہے تو ; ٹکڑا ہے مرا اشک عقیق جگری کا,مير تقی میر
کل سیر کیا ہم نے سمندر کو بھی جا کر ; تھا دست نگر پنجۂ مژگاں کی تری کا,مير تقی میر
لے سانس بھی آہستہ کہ نازک ہے بہت کام ; آفاق کی اس کارگہ شیشہ گری کا,مير تقی میر
ٹک میرؔ جگر سوختہ کی جلد خبر لے ; کیا یار بھروسا ہے چراغ سحری کا,مير تقی میر
بارے دنیا میں رہو غم زدہ یا شاد رہو ; ایسا کچھ کر کے چلو یاں کہ بہت یاد رہو,مير تقی میر
عشق پیچے کی طرح حسن گرفتاری ہے ; لطف کیا سرو کی مانند گر آزاد رہو,مير تقی میر
ہم کو دیوانگی شہروں ہی میں خوش آتی ہے ; دشت میں قیس رہو کوہ میں فرہاد رہو,مير تقی میر
وہ گراں خواب جو ہے ناز کا اپنے سو ہے ; داد بیداد رہو شب کو کہ فریاد رہو,مير تقی میر
میرؔ ہم مل کے بہت خوش ہوئے تم سے پیارے ; اس خرابے میں مری جان تم آباد رہو,مير تقی میر
آرزوئیں ہزار رکھتے ہیں ; تو بھی ہم دل کو مار رکھتے ہیں,مير تقی میر
برق کم حوصلہ ہے ہم بھی تو ; دلک بے قرار رکھتے ہیں,مير تقی میر
غیر ہی مورد عنایت ہے ; ہم بھی تو تم سے پیار رکھتے ہیں,مير تقی میر
نہ نگہ نے پیام نے وعدہ ; نام کو ہم بھی یار رکھتے ہیں,مير تقی میر
ہم سے خوش زمزمہ کہاں یوں تو ; لب و لہجہ ہزار رکھتے ہیں,مير تقی میر
چوٹٹے دل کے ہیں بتاں مشہور ; بس یہی اعتبار رکھتے ہیں,مير تقی میر
